3425; Automate Rent-A-Car;Vehicle Rental
3427; Avon Rent-A-Car;Vehicle Rental
3428; Carey Rent-A-Car;Vehicle Rental
3429; Insurance Rent-A-Car;Vehicle Rental
3430; Major Rent-A-Car;Vehicle Rental
3431; Replacement Rent-A-Car;Vehicle Rental
3432; Reserve Rent-A-Car;Vehicle Rental
3433; Ugly Duckling Rent-A-Car;Vehicle Rental
3434; USA Rent-A-Car;Vehicle Rental
3435; Value Rent-A-Car;Vehicle Rental
3436; Autohansa Rent-A-Car;Vehicle Rental
3437; Cite Rent-A-Car;Vehicle Rental
3438; Interent Rent-A-Car;Vehicle Rental
3439; Milleville Rent-A-Car;Vehicle Rental
3441; Advantage Rent-A-Car;Vehicle Rental
3501; Holiday Inns;Hotel/Motel
3502; Best Western Int'l;Hotel/Motel
3503; Sheraton;Hotel/Motel
3504; Hilton Hotels;Hotel/Motel
3505; Forte Hotels;Hotel/Motel
3506; Golden Tulip;Hotel/Motel
3507; Friendship Inns Int;Hotel/Motel
3508; Quality Int;Hotel/Motel
3509; Marriott;Hotel/Motel
3510; Days Inns Of America;Hotel/Motel
3511; Arabella Hotels;Hotel/Motel
3512; Intercontinental;Hotel/Motel
3513; Westin;Hotel/Motel
3514; Amerisuites;Hotel/Motel
3515; Rodeway Inns Int;Hotel/Motel
3516; La Quinta Motor Inns;Hotel/Motel
3517; Americana Htls Corp.;Hotel/Motel
3518; Sol Hotels;Hotel/Motel
3519; PLM/ETAP Int'l;Hotel/Motel
3520; Meridien;Hotel/Motel
3521; Royal Lahaina Resort;Hotel/Motel
3522; Tokyo Group;Hotel/Motel
3523; Pennisilvania Hotels;Hotel/Motel
3524; Welcom Group Hotels;Hotel/Motel
3525; Dunfey Hotels;Hotel/Motel
3526; Prince Hotels;Hotel/Motel
3527; Downtowner-Passport;Hotel/Motel
3528; Red Lion Inns;Hotel/Motel
3529; CP(Canadian Pacific);Hotel/Motel
3530; Stouffer Corporation;Hotel/Motel
3531; Kauai Coconut Beach Resort;Hotel/Motel
3532; Royal Kona Resort;Hotel/Motel
3533; Hotel Ibis;Hotel/Motel
3534; Southern Pacific;Hotel/Motel
3535; Hilton Int'l;Hotel/Motel
3536; AMFAC Hotels;Hotel/Motel
3537; Ana Hotels;Hotel/Motel
3538; Concorde Hotels;Hotel/Motel
3539; Summerfield Suites Hotel;Hotel/Motel
3540; Iberotel;Hotel/Motel
3541; Hotel Okura;Hotel/Motel
3542; Royal Hotels;Hotel/Motel
3543; Four Seasons;Hotel/Motel
3544; Ciga Hotels;Hotel/Motel
3545; Shangri-la International;Hotel/Motel
3546; Sierra Suites Hotel;Hotel/Motel
3547;;Hotel/Motel
3548; Hoteles Melia;Hotel/Motel
3549; Auberge Des Gouverneusses;Hotel/Motel
3550; Regal 8 Inns;Hotel/Motel
3551; Mirage Hotel And Casino;Hotel/Motel
3552; Coast Hotel;Hotel/Motel
3553; Park Inns International;Hotel/Motel
3554; Pinehurst Resort;Hotel/Motel
3555; Treasure Island Hotel Casin;Hotel/Motel
3556; Barton Creek Resort;Hotel/Motel
3557; Manhatten East Suite Hotels;Hotel/Motel
3558; Jolly Hotels;Hotel/Motel
3559;;Hotel/Motel
3560; Aladdin Resort And Casino;Hotel/Motel
3561; Golden Nugget;Hotel/Motel
3562; Comfort Hotels Int'l;Hotel/Motel
3563; Jouney's End Hotels;Hotel/Motel
3564; Sam's Town Hotel And Casino;Hotel/Motel
3565; Relax Inns;Hotel/Motel
3566; Garden Place Hotel;Hotel/Motel
3567; Soho Grand Hotel;Hotel/Motel
3568; Ladbroke Hotels;Hotel/Motel
3569; Tribeca Grand Hotel;Hotel/Motel
3570; Forum Hotels;Hotel/Motel
3571; Grand Wailea Resort;Hotel/Motel
3572; Miyako Hotel/Kintetsu;Hotel/Motel
3573; Sandman Hotels;Hotel/Motel
3574; Venture Inn;Hotel/Motel
3575; Vagabond Hotels;Hotel/Motel
3576; La Quinta Resort;Hotel/Motel
3577; Mandarin Int;Hotel/Motel
3578; Frankenmuth Bavarian;Hotel/Motel
3579; Hotel Mercure;Hotel/Motel
3580; Hotel Del Coronado;Hotel/Motel
3581; Delta Hotels;Hotel/Motel
3582; California Hotel And Casino;Hotel/Motel
3583; SAS Hotels;Hotel/Motel
3584; Princess Hotels Int'l;Hotel/Motel
3585; Hungar Hotels;Hotel/Motel
3586; Sokos Hotels;Hotel/Motel
3587; Doral Hotels;Hotel/Motel
3588; Helmsley Hotels;Hotel/Motel
3589; Doral Golf Resort;Hotel/Motel
3590; Fairmont Hotels Corp.;Hotel/Motel
3591; Sonesta Int'l Hotels;Hotel/Motel
3592; Omni International;Hotel/Motel
3593; Cunard Hotels;Hotel/Motel
3594; Arizona Biltmore;Hotel/Motel
3595; Hospitality Inns;Hotel/Motel
3596; Wynn Las Vegas;Hotel/Motel
3597; Riversite Resort And Casion;Hotel/Motel
3598; Regent Hotels;Hotel/Motel
3599; Pannoria Hotel;Hotel/Motel
3600; Saddlebrook Resort - Tampa;Hotel/Motel
3601; TradeWinds Resorts;Hotel/Motel
3602;;Hotel/Motel
3603; Noah's Hotel (Melbn);Hotel/Motel
3604;;Hotel/Motel
3605;;Hotel/Motel
3606;;Hotel/Motel
3607;;Hotel/Motel
3608; GAYLORD OPRYLAND;Hotel/Motel
3609; GAYLORD PALMS;Hotel/Motel
3610;;Hotel/Motel
3611;;Hotel/Motel
3612; Movenpick Hotels;Hotel/Motel
3613; MICROTEL INNS & SUITES;Hotel/Motel
3614;;Hotel/Motel
3615; Travelodge Motels;Hotel/Motel
3616;;Hotel/Motel
3617;;Hotel/Motel
3618;;Hotel/Motel
3619;;Hotel/Motel
3620; Binion's Horseshoe Club;Hotel/Motel
3621; EXTENDED STAY;Hotel/Motel
3622; Merlin Hotel (Perth);Hotel/Motel
3623; Dorint Hotels;Hotel/Motel
3624; Lady Luck Hotel And Casino;Hotel/Motel
3625; Hotel Universal;Hotel/Motel
3626; STUDIO PLUS;Hotel/Motel
3627; EXTENDED STAY AMERICA;Hotel/Motel
3628; Excalibur Hotel And Casino;Hotel/Motel
3629; Dan Hotels;Hotel/Motel
3630; EXTENDED STAY DELUXE;Hotel/Motel
3631; Sleep Inn;Hotel/Motel
3632; The Phoenician;Hotel/Motel
3633; Rank-hotels;Hotel/Motel
3634; Swiss Hotels;Hotel/Motel
3635; Reso Hotels;Hotel/Motel
3636; Sarova Hotels;Hotel/Motel
3637; Ramada Inns;Hotel/Motel
3638; Howard Jonhson;Hotel/Motel
3639; Mount Charlotte Thistle;Hotel/Motel
3640; Hyatt Hotels/Int'l;Hotel/Motel
3641; Sofitel Hotels;Hotel/Motel
3642; Novotel Sieh (Accor);Hotel/Motel
3643; Steinberger Hotels;Hotel/Motel
